6.661548826447202032e+00 -7.452543292984082690e+00
1.300677677114617126e+01 -5.018893895831569196e+00
-1.207369794376116801e+00 1.181015481720970683e+01
-7.838708248531315093e+00 -1.884646854847831676e+00
-1.123612255625477729e+00 -7.106035653972781141e+00
6.856926051964769897e+00 -1.207207432174824291e+00
5.403445321146893576e+00 5.557925164775156190e+00
4.909932552929234362e+00 -5.548760834232897565e+00
-1.406215484225660006e+01 4.514877742033650776e+00
-1.036517706132621086e+01 9.744934104917113871e+00
8.636249881774507031e+00 8.015088957614516119e+00
8.259022076011632407e+00 1.124055880836785448e+01
6.213802716700666195e+00 -5.282211830308614964e+00
-7.056122265913269409e+00 -1.081869039088652684e+01
-8.026112367564058658e+00 -4.130932144928532779e+00
-1.404512584134533348e+01 -1.454141954518333435e+01
-3.317742464446018502e+00 -1.152148025573238144e+00
1.463873496180349676e+01 -6.863946246119390082e-01
-1.845440922401985873e+00 -7.782498823562455037e+00
-4.726452814753621112e-01 6.418550423114645298e+00
1.028791379087191871e+01 4.952497612102678914e+00
6.838141156583986913e+00 1.207865365517297107e+01
7.440941464787155013e+00 1.184990814351077049e+01
1.171484962791136653e+01 1.179006061238038328e+01
9.675425165867789445e+00 -1.028250835276338471e+01
-2.929345287442258083e+00 1.243250605370711526e-01
-2.769138469632482114e+00 -1.295333966549119964e+01
3.269041552657942162e+00 1.441967048784992400e+01
-1.496587230997372409e+01 -3.693844323704338350e+00
6.952496753921934669e+00 5.494877134924713857e+00
5.669919237549059687e+00 -8.189089390207236363e+00
8.434846438654425071e+00 9.480953374860845884e+00
-8.605638073074768357e-01 1.511212230836598280e+00
-3.235376993751334140e+00 -8.549669627995360344e+00
7.514255639501275397e+00 -1.343891392935146634e+01
-1.292030933938666593e+01 -2.298606607972683236e+00
5.907378889683823076e+00 -2.721974431735970867e+00
3.197249292508175245e-02 1.025545320184263431e+01
-8.999491805254393739e+00 8.401418688479328267e+00
9.503752975676540871e+00 2.946445441029556633e+00
-1.157543748999207800e+01 -5.597330319614806982e+00
1.218993934762055886e+01 1.072064997412975629e+01
5.116401962164907502e+00 8.703419147149318746e+00
1.167934009523621697e+01 -2.152882491352270833e+00
-3.111767540837513835e+00 -1.470450327121779210e+01
-1.186050914320487237e+01 -1.138102712079055223e+01
1.148922147002767247e+01 -2.543574616665203791e+00
-9.705847258167388247e+00 1.349574652009526332e+01
-3.568104753478237967e+00 -1.405177654388119635e+01
1.126852434275962622e+01 -1.231609424433346334e+01
5.783029517243992501e+00 -6.744614784760679882e+00
1.447340373130094093e+01 -1.050188194209471959e+01
-1.036148824099167776e+01 1.851189758220428416e+00
9.676233446842068986e+00 -4.585009292287583804e+00
-4.850586312258512223e+00 1.101157578661646497e+01
6.688673797841587998e+00 -1.397062416772454618e+01
8.131035326401647723e+00 1.070661945472759768e+01
1.586342703589345149e+00 -1.234527980040657624e+01
-8.637772357296396919e+00 -6.722123184170474275e-01
4.147996468540121384e+00 -3.536388996809947116e-01
-1.443518971474522594e+01 6.035959689131182415e+00
2.068835362047291682e+00 -1.272424771587633785e+01
-9.346242295766913344e+00 1.336324384490883332e+01
-1.114048915277887453e+01 -4.162744901142813703e+00
-8.151982013678864547e+00 -3.594294947780932503e+00
-1.469897849010813928e+01 -5.567854399258765241e+00
2.520280591561316896e-01 -7.343276822735589349e-02
-7.821828137356501287e-01 1.219172476703313635e+00
1.278415178743908598e+01 7.055909597345664253e+00
-1.112769864466300973e+01 2.007015155305019505e+00
6.160499471979971275e+00 -3.601265231038171422e+00
-1.026252011474432280e+01 -5.301038598551176761e+00
-9.989476149339701294e+00 1.268817401000780976e+01
1.773902395893649953e+00 3.163445059815888527e+00
4.308082050483466929e+00 7.024565288007124764e+00
-6.352771124888896281e+00 4.050904566677523633e+00
-1.295753210406715539e+01 9.555616399224422963e+00
-1.140280454442588010e+01 -2.418492422845233136e+00
-9.135451364295379406e+00 1.745582686243611903e+00
-3.062722258788848961e+00 3.114845787305544178e+00
-1.200932343272687675e+01 -1.361573815783316377e+01
-1.106718816153186857e+01 1.067207728281794488e+01
5.241402555817703757e+00 -1.127799234826978747e+00
5.188601978510135382e+00 6.577186501838269805e+00
-5.188115640454176614e+00 -4.716983921194103146e+00
-2.708987540920027470e+00 1.322434704441617370e+01
-1.212155970241209779e+01 5.201790689471842200e+00
1.361034735889447944e+01 1.256472714830776738e+01
-2.252786064418973666e+00 4.161532628518507693e+00
-1.456709437558538411e+01 1.115991477305453827e+01
2.838289756800953967e+00 -5.919405302692108961e+00
3.046770476916449866e+00 8.139140872002109006e+00
-3.588625229686044804e+00 -1.854569168146742442e+00
2.005166532449038641e-01 1.186103052956083914e+01
-3.332129362750800183e+00 1.186463100205041954e+01
9.705996750937778472e+00 -1.855904991860436226e+00
-1.307215394439623601e+01 -7.289826812891852192e+00
-9.562868131489627999e+00 9.594576369539048244e+00
-6.962710372942808590e-01 -2.952778321286208651e+00
-1.257303750017149113e+01 -7.712103618940131966e+00
